1066153,3,2015580,1095
1122557,3,2015580,1095
1066943,3,1891741,1065348
1106679,3,1761893,1065348
1106679,3,1891741,1065348
1288235,3,1891741,1065348
756795,3,1923896,1396448
1283743,3,1923896,1396448
1303021,3,1756407,1467399
1303022,3,1756407,1467399
1351491,3,1756407,1467399
1351492,3,1756407,1467399
1351493,3,1756407,1467399
1351494,3,1756407,1467399
1351495,3,1756407,1467399
1076869,3,1986659,2224200
1254886,3,1986659,2224200
1228592,3,1798870,3075603
1379254,3,1798870,3075603
1130775,3,1536712,4163505
1099246,3,1860954,4329056
1066153,3,1541762,5085858
1139885,3,1541762,5085858
1066153,3,1609027,5866309
1228592,3,1609027,5866309
1145556,3,1574404,6339311
1250404,3,1630575,7379913
1211171,3,1626540,8609716
1213274,3,1671984,9035417
1288414,3,1671984,9035417
1113020,3,1929624,9673969
1254886,3,1929624,9673969
1167073,3,1686044,9934120
1167073,3,1723519,9934120
756795,3,1775379,10028720
756795,3,1778694,10028720
756795,3,1805342,10028720
756795,3,1847630,10028720
1106199,3,1847630,10028720
1131356,3,1805342,10028720
1104877,3,1614080,10525371
1233957,3,1614080,10525371
1426950,3,2021820,10525371
1118509,3,1559465,11731524
1167073,3,1559465,11731524
1167074,3,1559465,11731524
1211172,3,1595848,11873424
1145556,3,1588590,12441026
1200647,3,1588590,12441026
1351481,3,1756396,12488326
1351482,3,1756396,12488326
1113020,3,1871587,13316078
1113020,3,1604450,13339728
1196655,3,1838267,13528928
1167073,3,1963897,13883679
1289481,3,1673409,14522231
1106679,3,1733860,14711431
1130775,3,1735896,14971582
1196655,3,1735896,14971582
1171761,3,1823669,15042532
538985,3,1783705,15160783
1075841,3,1783705,15160783
1116613,3,2014155,15160783
1162851,3,1691910,15160783
1195701,3,2014155,15160783
1304675,3,1691910,15160783
1497078,3,2021441,15184433
1154776,3,1736510,15208083
1171736,3,1761126,15231733
1213954,3,1761126,15231733
1218888,3,1761126,15231733
1078748,3,1975886,15255383
1078749,3,1975886,15255383
1078750,3,1975886,15255383
1078751,3,1975886,15255383
1115173,3,1915361,15302683
1122410,3,1944099,15302683
1283727,3,1915361,15302683
1058458,3,1504448,15326333
1058459,3,1504448,15326333
1058460,3,1504448,15326333
1065113,3,1986570,15373633
1055990,3,1770788,15468233
1256566,3,1770788,15468233
1268650,3,1649065,15515533
857138,3,175354,15537833
1241971,3,1621971,15539183
175354,3,981554,15616833
175354,3,1886447,15616833
857138,3,175354,15616833
857138,3,981554,15616833
857138,3,1886447,15616833
1886447,3,981554,15616833
1318818,3,1918099,15633784
1407207,3,1918099,15633784
1137633,3,1540476,15657434
1056436,3,2015035,15681084
1062984,3,1740803,15681084
1093104,3,2035304,15681084
1121959,3,1865911,15681084
1122824,3,1836179,15681084
1139152,3,1836179,15681084
1166024,3,1740803,15681084
1171733,3,1865911,15681084
1171735,3,1865911,15681084
1202854,3,2035304,15681084
1132754,3,1553089,15704734
1062191,3,1604641,15728384
1062191,3,1964123,15728384
1094289,3,1604641,15728384
1094289,3,1964123,15728384
1089830,3,1883065,15752034
1091753,3,1883065,15752034
281003,3,1575438,15822984
1070243,3,1575438,15822984
1086024,3,1575438,15822984
1085092,3,1724580,15870284
1238478,3,1724580,15870284
409791,3,1960243,15893934
1062998,3,1561275,15893934
1120817,3,1883785,15893934
1132754,3,1883785,15893934
1492354,3,2010994,15893934
1056776,3,1531084,15988535
1056776,3,1586472,15988535
1070087,3,1768336,15988535
1160673,3,1683980,15988535
1220658,3,1683980,15988535
1298172,3,1683980,15988535
1298173,3,1683980,15988535
1359643,3,1768336,15988535
1359644,3,1768336,15988535
1062983,3,1712470,16012185
1065013,3,1712470,16012185
1065310,3,1780092,16012185
1084519,3,1780092,16012185
1115423,3,1690044,16035835
1303021,3,1690044,16035835
1303022,3,1690044,16035835
1303023,3,1690044,16035835
1057063,3,1683617,16059485
1057064,3,1683617,16059485
1071090,3,1522455,16059485
1102198,3,1522455,16059485
1105894,3,1569032,16059485
1180651,3,1569032,16059485
1180652,3,1569032,16059485
1070081,3,1638836,16130435
1193240,3,1961861,16130435
584599,3,1639536,16154085
1073416,3,1730841,16154085
1081632,3,1541893,16154085
1088760,3,1730841,16154085
1114989,3,1702661,16154085
1258985,3,1639536,16154085
